age,job_type,risk_preference,current_asset,monthly_income,monthly_expense,monthly_cashflow,goal_amount,goal_months,expected_return,future_asset,shortage_amount,achievable
24,freelancer,high,0,3820893,2767509,1053384,1109000,39,0.0825,46932893,0,1
31,employee,medium,18120042,2115828,1169889,945939,1464000,17,0.0326,35410571,0,1
24,student,high,0,1258275,960453,297822,10000,38,0.0883,13003093,0,1
27,student,high,0,0,0,0,540000,33,0.0875,0,540000,0
20,student,low,929920,0,297399,-297399,1885000,57,0.0272,0,1885000,0
37,professional,medium,50500242,800000,644978,155022,461000,75,0.0458,80632754,0,1
29,employee,medium,25475883,3165976,1459696,1706280,903000,4,0.0478,32750239,0,1
23,student,low,3182730,0,1883868,-1883868,10000,71,0.0299,0,10000,0
34,freelancer,medium,14051534,0,4866717,-4866717,110000,64,0.0401,0,110000,0
22,student,medium,0,0,0,0,536000,38,0.0587,0,536000,0
24,student,low,2473200,29077,15745,13332,1919000,68,0.0128,3598897,0,1
46,self_employed,medium,0,0,0,0,10000,81,0.0387,0,10000,0
49,freelancer,medium,16590965,6942795,4530370,2412425,10000,82,0.0552,263807188,0,1
33,self_employed,low,35752286,5529691,4286712,1242979,10000,50,0.0293,106404904,0,1
23,student,low,0,0,0,0,10000,30,0.0116,0,10000,0
22,student,low,7427709,1132920,536478,596442,558000,58,0.0283,45539612,0,1
41,self_employed,medium,2861180,0,1033938,-1033938,2161000,69,0.0465,0,2161000,0
41,employee,low,34155682,3245422,2384524,860898,479000,76,0.019,107988856,0,1
33,self_employed,low,40693776,2749148,2439776,309372,10000,52,0.0233,61922936,0,1
26,employee,low,12584303,3032507,2182848,849659,10000,70,0.0248,78463430,0,1
21,student,low,0,0,0,0,199000,40,0.0227,0,199000,0
37,employee,medium,20956106,3399456,2587353,812103,1032000,13,0.0302,32370404,0,1
22,student,medium,2328761,285107,187658,97449,680000,102,0.0573,16553496,0,1
44,employee,medium,0,1321398,872434,448964,230000,81,0.0589,44524250,0,1
26,employee,high,5030607,4731348,3150778,1580570,1176000,46,0.0982,95170395,0,1
33,employee,high,2301133,2794711,1294055,1500656,864000,52,0.0651,92922372,0,1
22,employee,low,17214575,2159950,1665610,494340,2396000,15,0.0149,25017896,0,1
23,student,high,0,0,0,0,866000,81,0.0944,0,866000,0
35,employee,high,5823554,3641674,2165379,1476295,2069000,75,0.0616,143190290,0,1
31,employee,medium,10483652,0,6201356,-6201356,10000,67,0.0452,0,10000,0
44,self_employed,medium,30364698,6731410,6058216,673194,737000,70,0.037,90172452,0,1
22,student,low,0,0,0,0,10000,64,0.0269,0,10000,0
26,self_employed,medium,48265516,0,19219251,-19219251,857000,77,0.0317,0,857000,0
36,employee,high,18797891,2685433,1498185,1187248,2551000,42,0.0957,85197304,0,1
37,professional,low,63618491,7778408,4800433,2977975,10000,27,0.0262,150206778,0,1
23,employee,low,19749484,3260274,1972567,1287707,10000,11,0.0101,34157641,0,1
33,employee,low,19096938,2582456,1977181,605275,569000,96,0.0196,85190242,0,1
25,student,medium,1042646,0,125565,-125565,1959000,49,0.0466,0,1959000,0
36,self_employed,high,11586155,0,1194030,-1194030,10000,16,0.0915,0,10000,0
26,employee,high,34569141,4942232,2169959,2772273,783000,65,0.0837,281317200,0,1
22,employee,low,28964007,2325366,1779389,545977,10000,56,0.0231,64508294,0,1
22,student,low,0,1053137,620603,432534,34000,52,0.0275,23857773,0,1
31,freelancer,low,10212870,547657,299039,248618,1848000,16,0.03,14682485,0,1
23,student,medium,0,0,0,0,614000,83,0.0512,0,614000,0
21,student,high,0,0,0,0,10000,68,0.0663,0,10000,0
45,employee,low,17185803,3122839,1794571,1328268,1299000,49,0.0295,88460281,0,1
49,self_employed,medium,57720134,2962743,1872195,1090548,391000,78,0.0435,174645174,0,1
22,student,low,3387226,0,546129,-546129,432000,8,0.0246,0,432000,0
25,employee,low,35578492,2028741,1351771,676970,156000,71,0.0189,90597589,0,1
22,student,medium,0,51234,31844,19390,840000,27,0.0594,558651,281349,0
25,student,low,1922102,1255215,829402,425813,151000,34,0.0161,16814527,0,1
47,self_employed,low,21609240,3540040,2199090,1340950,3071000,50,0.0182,92910760,0,1
22,student,low,0,0,0,0,146000,68,0.0111,0,146000,0
40,employee,low,1405596,1675059,1077861,597198,1170000,20,0.0153,13531620,0,1
22,student,medium,0,1013047,765704,247343,614000,47,0.0521,12865337,0,1
41,freelancer,low,0,0,0,0,784000,31,0.023,0,784000,0
22,employee,low,38100380,3376647,2504324,872323,10000,46,0.0134,81259214,0,1
27,freelancer,high,34646481,0,13833765,-13833765,10000,63,0.0887,0,10000,0
37,freelancer,high,13383999,0,2000055,-2000055,1493000,67,0.0849,0,1493000,0
21,student,medium,6640586,0,3033861,-3033861,1882000,5,0.0557,0,1882000,0
26,student,high,8420682,1597814,1177365,420449,990000,18,0.0966,17836871,0,1
33,self_employed,medium,5280851,1207238,863369,343869,10000,60,0.0504,30199804,0,1
39,professional,medium,27212095,5051254,2300507,2750747,242000,44,0.0388,161205681,0,1
22,freelancer,low,24350343,4815790,3352392,1463398,847000,44,0.0299,95130458,0,1
30,freelancer,medium,14843928,1379544,1020105,359439,378000,61,0.0325,41312545,0,1
52,self_employed,high,0,0,0,0,10000,25,0.0941,0,10000,0
40,self_employed,low,2184115,0,377069,-377069,10000,79,0.0276,0,10000,0
32,freelancer,high,23111186,0,11424857,-11424857,10000,90,0.0842,0,10000,0
25,student,low,2413972,549934,502450,47484,2354000,37,0.0193,4370599,0,1
24,student,medium,0,0,0,0,727000,14,0.0522,0,727000,0
24,student,high,3730498,0,970212,-970212,10000,93,0.0927,0,10000,0
31,freelancer,medium,0,4563087,3198217,1364870,2333000,1,0.0544,1364870,968130,0
22,freelancer,medium,15898686,0,0,0,10000,67,0.0537,21442879,0,1
22,student,medium,6384325,0,1133704,-1133704,1153000,54,0.0339,0,1153000,0
28,professional,medium,65483024,0,20000000,-20000000,1381000,36,0.0396,0,1381000,0
50,freelancer,medium,3115367,0,1360649,-1360649,10000,36,0.0321,0,10000,0
21,student,low,1407994,0,229815,-229815,1069000,47,0.0154,0,1069000,0
24,employee,medium,26999203,3923469,2900030,1023439,371000,65,0.0414,108202843,0,1
24,student,high,6414518,158350,97706,60644,1026000,63,0.0644,13518331,0,1
25,student,low,1914695,336796,228557,108239,766000,27,0.0144,4946211,0,1
22,student,low,4728829,0,0,0,10000,46,0.0206,5117042,0,1
35,freelancer,medium,8047105,5270544,3310904,1959640,216000,71,0.0361,164811837,0,1
22,student,medium,0,0,0,0,10000,55,0.0388,0,10000,0
22,student,medium,1221392,0,597906,-597906,10000,93,0.038,0,10000,0
23,student,medium,3657258,0,0,0,1521000,35,0.0363,4065062,0,1
24,student,high,759687,1178228,1214884,-36656,10000,64,0.0626,0,10000,0
37,employee,low,24919339,3350597,1700536,1650061,1243000,47,0.0292,109990760,0,1
22,student,low,2911764,1827852,1787736,40116,1539000,50,0.0137,5145655,0,1
22,student,medium,0,0,0,0,2442000,48,0.05,0,2442000,0
25,student,medium,0,0,0,0,1121000,19,0.0573,0,1121000,0
35,employee,high,26618580,3017817,1662930,1354887,1473000,40,0.0671,93815815,0,1
23,student,low,3016452,0,738997,-738997,10000,25,0.0256,0,10000,0
24,student,low,404934,1895922,1488135,407787,933000,62,0.0284,27666124,0,1
33,self_employed,medium,4049484,2738194,1926054,812140,1098000,41,0.0332,39743447,0,1
26,employee,medium,17999944,3605190,2288944,1316246,203000,30,0.0348,60827267,0,1
22,student,high,0,0,0,0,10000,49,0.0993,0,10000,0
34,freelancer,low,11243101,484890,305844,179046,118000,79,0.0298,29282853,0,1
22,student,high,8618067,0,1687772,-1687772,278000,70,0.0613,0,278000,0
22,student,medium,1383213,811735,609446,202289,10000,71,0.0305,17374602,0,1
21,student,medium,2847555,379157,359688,19469,632000,20,0.0392,3441187,0,1
31,self_employed,medium,31617656,0,11743279,-11743279,1375000,41,0.0556,0,1375000,0
31,professional,medium,19852538,4167022,2601645,1565377,1102000,40,0.036,88800856,0,1
59,self_employed,low,28415398,3786989,2808308,978681,472000,54,0.0221,86896052,0,1
32,employee,low,5835264,2609744,1890219,719525,464000,44,0.023,39347630,0,1
31,professional,medium,8062949,3629146,2529671,1099475,755000,32,0.0557,47186904,0,1
34,employee,medium,9439086,3904216,2502217,1401999,904000,10,0.0587,24243778,0,1
35,self_employed,medium,14193332,3763464,4287965,-524501,10000,96,0.0364,0,10000,0
37,freelancer,high,30726820,0,724770,-724770,3088000,56,0.0657,0,3088000,0
29,employee,low,4140690,4962649,2431133,2531516,794000,51,0.0237,140271626,0,1
23,student,medium,78604,0,35840,-35840,10000,87,0.0554,0,10000,0
23,student,medium,5982104,485755,298774,186981,10000,63,0.0356,20140987,0,1
48,freelancer,medium,14852887,2237945,1444441,793504,832000,52,0.0568,65646162,0,1
23,student,medium,3659306,369131,176331,192800,964000,21,0.0357,8066404,0,1
41,self_employed,medium,4362660,0,1246503,-1246503,1804000,88,0.034,0,1804000,0
31,employee,low,24018413,3111317,1780080,1331237,1531000,27,0.0275,62584631,0,1
38,employee,low,16145244,2989233,2072978,916255,914000,99,0.0146,114546694,0,1
47,professional,low,40050620,4772594,2760085,2012509,1792000,13,0.0292,67884238,0,1
34,self_employed,low,6250454,0,1600130,-1600130,10000,23,0.0196,0,10000,0
48,freelancer,medium,26512162,0,12067050,-12067050,1946000,46,0.0342,0,1946000,0
22,student,medium,5552092,1221919,1038601,183318,1692000,6,0.0409,6775927,0,1
28,freelancer,low,7915414,2599062,1837188,761874,1715000,90,0.0108,79971707,0,1
33,professional,medium,32422167,7877047,4671864,3205183,1127000,46,0.0393,196527927,0,1
22,student,low,4630388,0,2778232,-2778232,218000,42,0.0101,0,218000,0
34,professional,medium,33520166,5887922,2850734,3037188,1266000,16,0.049,85890483,0,1
24,student,medium,359654,0,4460,-4460,10000,72,0.048,108130,0,1
26,employee,high,16238522,3986289,1943855,2042434,10000,79,0.0968,255084026,0,1
22,employee,medium,5882149,3710550,2510409,1200141,564000,64,0.0406,92899671,0,1
24,student,low,0,2366707,2018629,348078,1876000,79,0.0253,29886612,0,1
31,self_employed,high,0,6451753,4846262,1605491,10000,50,0.0853,95986678,0,1
23,student,medium,7096727,1618286,817317,800969,785000,45,0.0442,47498246,0,1
28,professional,low,28226846,5590818,3804770,1786048,102000,97,0.0134,214323952,0,1
27,employee,low,24194136,1876321,1161725,714596,1382000,86,0.0195,93719081,0,1
47,self_employed,medium,53204471,5583127,5308411,274716,1747000,37,0.0412,71216703,0,1
24,self_employed,medium,7986252,4128048,3137481,990567,10000,80,0.0354,99338245,0,1
42,self_employed,medium,9209817,0,1974695,-1974695,682000,62,0.0368,0,682000,0
35,freelancer,medium,31654251,3766229,2732156,1034073,10000,38,0.0384,77453188,0,1
23,student,low,0,0,0,0,10000,43,0.0134,0,10000,0
22,student,medium,1086905,0,131592,-131592,10000,37,0.0364,0,10000,0
40,self_employed,high,0,0,0,0,10000,47,0.0905,0,10000,0
36,self_employed,medium,0,0,0,0,10000,90,0.0389,0,10000,0
37,employee,medium,8332458,3488561,2475450,1013111,1387000,58,0.054,77781737,0,1
30,self_employed,medium,0,0,0,0,1862000,85,0.0428,0,1862000,0
24,student,high,1793670,0,348735,-348735,953000,52,0.0794,0,953000,0
24,employee,low,22581561,2611116,1865817,745299,1084000,62,0.0149,72390223,0,1
36,self_employed,medium,7845505,0,2258939,-2258939,10000,36,0.0444,0,10000,0
23,student,low,6390650,0,1965879,-1965879,2540000,19,0.0236,0,2540000,0
31,employee,medium,34150154,2911607,1487668,1423939,10000,79,0.0338,168439191,0,1
35,freelancer,high,12969077,3474271,3335878,138393,1621000,56,0.0959,29979892,0,1
22,student,medium,5042294,715122,663905,51217,455000,10,0.0329,5700790,0,1
30,freelancer,high,15887131,4521103,3298245,1222858,10000,19,0.086,42991352,0,1
44,self_employed,low,3171057,0,1626699,-1626699,1869000,34,0.015,0,1869000,0
28,employee,low,0,2798572,2070255,728317,1988000,1,0.0108,728317,1259683,0
36,employee,low,34154095,3392303,1984923,1407380,1431000,1,0.0207,35620391,0,1
40,employee,medium,9678201,2205774,1271132,934642,10000,89,0.0404,109853545,0,1
25,employee,medium,27632458,4290718,2232064,2058654,1000000,65,0.0345,180202191,0,1
23,freelancer,high,6638534,0,1112448,-1112448,10000,59,0.0913,0,10000,0
21,student,low,0,0,0,0,2084000,58,0.0137,0,2084000,0
24,student,low,0,1005151,420275,584876,10000,62,0.0157,37747935,0,1
23,student,medium,0,0,0,0,557000,3,0.0506,0,557000,0
28,student,medium,8748791,0,2884370,-2884370,10000,79,0.0356,0,10000,0
41,self_employed,medium,0,0,0,0,842000,50,0.0514,0,842000,0
24,student,low,2371478,0,84489,-84489,10000,45,0.0193,0,10000,0
42,self_employed,low,3168825,0,461335,-461335,276000,32,0.0106,0,276000,0
40,self_employed,high,2312921,172248,101584,70664,10000,18,0.0664,3888028,0,1
31,freelancer,high,15112183,3116125,1917359,1198766,1723000,2,0.0843,17731208,0,1
36,employee,high,22049883,1783747,1340068,443679,175000,64,0.068,65769335,0,1
41,employee,high,8827583,3611965,2129224,1482741,784000,66,0.0728,133069276,0,1
35,employee,low,0,2646001,1321039,1324962,550000,47,0.0221,64985372,0,1
35,freelancer,medium,0,1730950,898643,832307,342000,16,0.039,13646487,0,1
22,freelancer,medium,28351072,6263775,3066558,3197217,1267000,25,0.0447,114720197,0,1
46,freelancer,medium,20669226,2837015,2101247,735768,404000,38,0.0376,52920943,0,1
21,student,high,2448934,0,455527,-455527,2257000,69,0.099,0,2257000,0
38,employee,low,5613895,2945001,1967336,977665,369000,44,0.0295,51625523,0,1
20,student,medium,10484526,0,1330831,-1330831,10000,61,0.0549,0,10000,0
23,student,low,232632,1200031,679569,520462,10000,77,0.0149,42282499,0,1
23,student,medium,0,0,0,0,10000,22,0.0424,0,10000,0
38,freelancer,medium,0,5067060,3493998,1573062,10000,5,0.0597,7943960,0,1
21,student,low,0,1498894,1219122,279772,10000,46,0.028,13568875,0,1
21,student,low,2299650,1571297,1177889,393408,10000,26,0.0118,12714502,0,1
44,self_employed,medium,24530993,841088,623394,217694,986000,52,0.0547,43817591,0,1
37,freelancer,medium,366113,2677920,2206140,471780,169000,29,0.0437,14809382,0,1
20,student,medium,0,1381462,1193393,188069,618000,43,0.0531,8885977,0,1
29,employee,medium,44456455,5017892,3232401,1785491,1170000,7,0.048,58365695,0,1
19,student,medium,0,0,0,0,2024000,52,0.0304,0,2024000,0
21,student,medium,526359,0,86134,-86134,826000,69,0.0568,0,826000,0
45,professional,medium,42721714,3011156,1767182,1243974,506000,42,0.0406,105272837,0,1
35,employee,low,17818543,3571562,2404768,1166794,1171000,76,0.0181,113865060,0,1
42,self_employed,medium,0,1413460,977118,436342,1839000,21,0.0513,9565721,0,1
29,employee,medium,11206692,2727207,2225691,501516,10000,28,0.0553,27698372,0,1
35,self_employed,high,37901518,0,13350271,-13350271,10000,66,0.0773,0,10000,0
32,freelancer,medium,8498794,1535976,1261699,274277,607000,62,0.0307,28360229,0,1
24,student,high,4283609,1282108,1053104,229004,2013000,10,0.092,6994267,0,1
21,student,low,3325034,0,1289685,-1289685,10000,56,0.0156,0,10000,0
40,self_employed,medium,11698702,186946,70458,116488,147000,1,0.0481,11862082,0,1
24,freelancer,medium,11135066,2688557,2023665,664892,1454000,17,0.0471,23566993,0,1
26,self_employed,medium,15934747,4189602,2563800,1625802,10000,6,0.0562,26257529,0,1
40,employee,low,22962294,2250178,1561346,688832,2087000,31,0.03,46984502,0,1
30,employee,medium,19641320,4457798,2061523,2396275,166000,21,0.037,72857172,0,1
22,student,low,0,359898,252333,107565,1835000,32,0.0297,3577454,0,1
40,freelancer,high,22180962,0,3623947,-3623947,222000,31,0.0956,0,222000,0
23,student,medium,10211753,0,2587054,-2587054,691000,79,0.0416,0,691000,0
41,self_employed,medium,17043600,0,2602185,-2602185,10000,20,0.0485,0,10000,0
31,employee,low,13816718,2806151,1507002,1299149,170000,42,0.0257,72145404,0,1
30,freelancer,low,9534516,0,3765696,-3765696,10000,44,0.0183,0,10000,0
31,employee,medium,21019973,0,12278924,-12278924,1595000,46,0.0456,0,1595000,0
41,self_employed,medium,13328601,2674916,2516236,158680,10000,16,0.0353,16565637,0,1
25,student,low,4152497,989452,914720,74732,10000,17,0.0233,5582085,0,1
37,freelancer,high,12421061,3054284,1397049,1657235,1172000,60,0.0899,144400487,0,1
23,student,high,0,0,0,0,90000,62,0.0657,0,90000,0
38,freelancer,low,5762620,0,2415993,-2415993,10000,55,0.0229,0,10000,0
35,freelancer,medium,36327752,3558837,2914418,644419,10000,57,0.0303,81396842,0,1
36,employee,medium,22076722,3418094,2070196,1347898,1057000,64,0.0589,131265104,0,1
19,student,low,0,0,0,0,10000,53,0.028,0,10000,0
45,employee,medium,13970500,2668547,1852896,815651,10000,59,0.0518,72685891,0,1
23,student,low,0,0,0,0,871000,77,0.0151,0,871000,0
35,self_employed,low,36938263,0,20000000,-20000000,10000,31,0.0132,0,10000,0
41,professional,low,17393078,5420084,2975822,2444262,2656000,38,0.0131,112911960,0,1
25,student,low,0,2894960,2599048,295912,1070000,50,0.0274,15654357,0,1
22,freelancer,high,27251701,0,8609167,-8609167,299000,35,0.0932,0,299000,0
26,student,high,169559,0,0,0,1569000,40,0.0869,226291,1342709,0
20,student,low,3643896,0,1838327,-1838327,2585000,53,0.0117,0,2585000,0
26,student,medium,2519512,0,145732,-145732,806000,53,0.0588,0,806000,0
40,freelancer,medium,0,1908972,1118002,790970,1571000,29,0.0351,23902651,0,1
34,employee,medium,16180754,2937745,2224086,713659,652000,24,0.0368,35160279,0,1
32,self_employed,low,25468189,4223798,2840228,1383570,481000,15,0.0105,46685663,0,1
36,self_employed,high,70051570,2954899,2320430,634469,955000,32,0.0972,113755820,0,1
23,student,medium,617737,1751385,1018795,732590,2319000,67,0.0542,58005672,0,1
21,student,medium,4899425,0,891554,-891554,10000,69,0.0413,0,10000,0
22,student,high,1618455,0,752525,-752525,11000,43,0.0713,0,11000,0
25,employee,medium,20018919,4496099,3507071,989028,1576000,44,0.0555,72663838,0,1
23,student,medium,2582159,75914,51039,24875,2138000,62,0.0426,4938377,0,1
27,employee,medium,0,2994079,1864625,1129454,10000,31,0.0364,36653890,0,1
20,student,medium,7241961,0,4345176,-4345176,702000,46,0.0317,0,702000,0
45,professional,low,23173243,6456944,2400182,4056762,461000,43,0.0213,206113116,0,1
20,student,low,0,140635,122038,18597,972000,32,0.0109,603559,368441,0
23,student,low,5479292,1135802,911508,224294,695000,11,0.0115,8016421,0,1
21,student,low,1021113,0,147312,-147312,1710000,39,0.0224,0,1710000,0
32,professional,medium,18754231,2054005,1344171,709834,1119000,77,0.0497,90004426,0,1
22,employee,low,26527969,3171765,2226153,945612,532000,71,0.0184,100448582,0,1
28,employee,high,31221968,3426736,1544430,1882306,500000,50,0.095,161225500,0,1
38,employee,low,5461266,3539403,1963400,1576003,70000,31,0.0244,56192131,0,1
46,professional,high,22914558,5919697,3409653,2510044,10000,71,0.0871,270368246,0,1
22,freelancer,medium,36489874,612913,496162,116751,10000,15,0.0464,40464011,0,1
26,student,low,7744819,1750861,1425912,324949,10000,70,0.0247,33383532,0,1
38,freelancer,high,19461583,1401922,1240384,161538,10000,53,0.0883,39127791,0,1
32,freelancer,high,0,0,0,0,10000,66,0.0866,0,10000,0
42,self_employed,low,13152889,0,3294636,-3294636,873000,42,0.0176,0,873000,0
38,professional,low,14717867,3189063,1925618,1263445,700000,21,0.0196,42201244,0,1
23,freelancer,medium,0,0,0,0,2864000,65,0.0313,0,2864000,0
35,professional,medium,0,5497600,2264728,3232872,2942000,42,0.0448,146709021,0,1
19,student,low,1689509,325322,191944,133378,2582000,71,0.0221,12032223,0,1
